EmployeeNumber,Age,Department,JobRole,OverTime,MonthlyIncome,Salary_Band,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,YearsAtCompany,TotalWorkingYears,Attrition_Flag,Attrition_Probability,Risk_Level
1734,32,Sales,Sales Executive,No,6735,High,2,3,1,0,10,1,0.845,High
1735,23,Research & Development,Laboratory Technician,No,3295,Low,2,1,3,3,3,0,0.729,High
1736,31,Research & Development,Manufacturing Director,No,5238,Mid,4,2,4,5,9,0,0.46,Medium
1737,39,Research & Development,Laboratory Technician,Yes,6472,Mid,4,3,4,9,9,0,0.087,Low
1739,32,Sales,Sales Executive,No,9610,High,3,1,4,4,10,0,0.4,Medium
1740,40,Sales,Manager,No,19833,High,2,2,2,21,21,0,0.654,High
1744,45,Human Resources,Human Resources,No,9756,High,3,4,3,5,9,0,0.236,Low
1745,30,Research & Development,Research Scientist,No,4968,Mid,1,3,4,9,10,0,0.231,Low
1746,24,Human Resources,Human Resources,No,2145,Low,4,3,1,2,3,0,0.371,Medium
1747,30,Human Resources,Human Resources,No,2180,Low,4,2,3,4,6,1,0.764,High
1749,31,Sales,Sales Executive,No,8346,High,3,3,1,5,6,0,0.379,Medium
1751,27,Research & Development,Research Scientist,No,3445,Low,4,2,3,6,6,0,0.135,Low
1752,29,Sales,Sales Representative,No,2760,Low,2,3,2,2,2,1,0.864,High
1753,29,Research & Development,Healthcare Representative,Yes,6294,Mid,3,4,4,3,10,0,0.475,Medium
1754,30,Sales,Sales Executive,No,7140,High,1,3,3,7,12,0,0.298,Low
1755,34,Research & Development,Research Scientist,Yes,2932,Low,4,3,4,5,6,0,0.174,Low
1756,33,Sales,Sales Executive,No,5147,Mid,2,2,4,11,13,0,0.143,Low
1757,49,Sales,Sales Executive,No,4507,Mid,4,4,4,5,8,0,0.055,Low
1758,33,Sales,Sales Executive,Yes,8564,High,1,2,1,0,11,1,0.981,High
1760,38,Research & Development,Laboratory Technician,No,2468,Low,2,2,3,6,9,0,0.527,Medium
1761,31,Sales,Sales Executive,No,8161,High,3,3,1,1,10,1,0.412,Medium
1762,29,Research & Development,Research Scientist,No,2109,Low,1,3,4,1,1,0,0.382,Medium
1763,30,Research & Development,Healthcare Representative,No,5294,Mid,3,3,3,7,10,0,0.049,Low
1764,32,Research & Development,Research Scientist,No,2718,Low,2,3,2,7,12,0,0.076,Low
1766,38,Research & Development,Healthcare Representative,Yes,5811,Mid,4,3,2,1,15,0,0.622,High
1767,43,Research & Development,Research Scientist,Yes,2437,Low,3,3,3,1,6,1,0.973,High
1768,42,Research & Development,Laboratory Technician,No,2766,Low,2,2,2,5,7,0,0.345,Medium
1770,55,Research & Development,Research Director,No,19038,High,1,3,3,1,34,0,0.032,Low
1771,33,Research & Development,Research Scientist,No,3055,Low,2,2,4,9,11,0,0.039,Low
1772,41,Research & Development,Laboratory Technician,No,2289,Low,1,3,3,5,5,0,0.158,Low
1774,34,Sales,Sales Executive,Yes,4001,Mid,3,3,4,15,15,0,0.021,Low
1775,53,Research & Development,Manufacturing Director,Yes,12965,High,3,2,1,3,27,0,0.118,Low
1778,43,Human Resources,Human Resources,No,3539,Low,4,3,2,9,10,0,0.092,Low
1779,34,Sales,Sales Executive,No,6029,Mid,4,3,4,2,6,0,0.455,Medium
1780,21,Sales,Sales Representative,No,2679,Low,2,3,2,1,1,1,0.91,High
1782,38,Research & Development,Laboratory Technician,No,3702,Mid,3,3,4,5,5,0,0.136,Low
1783,22,Research & Development,Laboratory Technician,Yes,2398,Low,1,3,3,1,1,1,0.682,High
1784,31,Sales,Sales Executive,No,5468,Mid,4,3,1,12,13,0,0.688,High
1786,51,Research & Development,Manager,No,13116,High,3,3,1,2,15,0,0.226,Low
1787,37,Sales,Sales Executive,No,4189,Mid,2,3,2,5,5,0,0.632,High
1789,46,Research & Development,Research Director,Yes,19328,High,4,3,3,2,24,0,0.035,Low
1790,36,Research & Development,Healthcare Representative,Yes,8321,High,1,3,4,12,15,0,0.468,Medium
1792,44,Research & Development,Research Scientist,Yes,2342,Low,2,2,3,5,6,1,0.446,Medium
1794,37,Human Resources,Human Resources,No,4071,Mid,2,2,3,10,19,0,0.228,Low
1797,35,Sales,Sales Executive,Yes,5813,Mid,4,3,3,10,10,1,0.802,High
1798,33,Research & Development,Research Scientist,No,3143,Low,1,3,4,10,14,0,0.228,Low
1799,28,Research & Development,Research Scientist,No,2044,Low,4,4,3,5,5,0,0.025,Low
1800,39,Research & Development,Research Director,No,13464,High,3,3,3,4,9,0,0.059,Low
1801,46,Sales,Sales Executive,No,7991,High,2,3,2,2,6,0,0.761,High
1802,40,Research & Development,Laboratory Technician,No,3377,Low,1,2,3,4,7,0,0.146,Low
1803,42,Research & Development,Healthcare Representative,No,5538,Mid,1,2,2,0,10,0,0.111,Low
1804,35,Research & Development,Manufacturing Director,No,5762,Mid,4,3,2,7,15,0,0.002,Low
1805,38,Human Resources,Human Resources,No,2592,Low,2,3,1,11,13,0,0.032,Low
1807,34,Research & Development,Laboratory Technician,No,5346,Mid,1,2,4,7,11,1,0.32,Medium
1809,37,Research & Development,Manufacturing Director,No,4213,Mid,1,1,4,10,10,1,0.099,Low
1812,39,Sales,Sales Executive,No,4127,Mid,4,3,3,2,7,0,0.065,Low
1813,43,Research & Development,Research Scientist,No,2438,Low,3,2,1,3,7,0,0.399,Medium
1814,41,Research & Development,Healthcare Representative,No,6870,High,2,1,2,3,11,0,0.374,Medium
1815,41,Sales,Sales Executive,Yes,10447,High,3,4,3,22,23,0,0.421,Medium
1816,30,Research & Development,Manufacturing Director,No,9667,High,3,3,1,7,9,0,0.489,Medium
1818,26,Human Resources,Human Resources,Yes,2148,Low,2,3,4,5,6,1,0.491,Medium
1821,46,Research & Development,Healthcare Representative,No,8926,High,2,4,4,9,13,1,0.013,Low
1822,40,Research & Development,Healthcare Representative,No,6513,Mid,4,3,3,5,12,0,0.009,Low
1823,34,Sales,Sales Executive,No,6799,High,3,3,2,10,10,0,0.083,Low
1824,58,Sales,Manager,No,16291,High,2,2,2,16,37,0,0.039,Low
1826,35,Research & Development,Laboratory Technician,No,2705,Low,3,4,2,5,6,0,0.518,Medium
1827,47,Research & Development,Manufacturing Director,Yes,10333,High,2,3,3,22,28,0,0.717,High
1829,40,Research & Development,Healthcare Representative,No,4448,Mid,1,3,2,7,15,0,0.136,Low
1830,54,Research & Development,Research Scientist,No,6854,High,4,2,4,7,14,0,0.031,Low
1833,31,Sales,Sales Executive,No,9637,High,1,3,1,3,9,0,0.593,Medium
1834,28,Research & Development,Research Scientist,No,3591,Low,1,3,3,3,3,0,0.063,Low
1835,38,Sales,Sales Representative,Yes,5405,Mid,4,2,2,4,20,0,0.866,High
1836,26,Sales,Sales Executive,No,4684,Mid,4,3,3,5,5,0,0.448,Medium
1837,58,Research & Development,Research Director,Yes,15787,High,3,3,1,2,23,0,0.406,Medium
1839,18,Research & Development,Research Scientist,No,1514,Low,3,1,2,0,0,0,0.149,Low
1842,31,Human Resources,Human Resources,No,2956,Low,1,3,4,1,2,1,0.22,Low
1844,29,Human Resources,Human Resources,Yes,2335,Low,1,3,1,2,4,1,0.933,High
1845,45,Sales,Sales Executive,No,5154,Mid,3,4,3,8,10,0,0.016,Low
1847,36,Research & Development,Research Scientist,Yes,6962,High,2,3,4,1,15,0,0.223,Low
1849,43,Sales,Sales Executive,No,5675,Mid,4,3,1,7,7,0,0.126,Low
1850,27,Research & Development,Laboratory Technician,Yes,2379,Low,4,2,4,5,6,0,0.678,High
1852,29,Research & Development,Laboratory Technician,No,3812,Mid,4,4,4,11,11,0,0.138,Low
1853,32,Sales,Sales Executive,No,4648,Mid,4,4,4,0,4,0,0.74,High
1854,42,Research & Development,Research Scientist,No,2936,Low,3,2,3,6,10,0,0.282,Low
1856,47,Research & Development,Laboratory Technician,No,2105,Low,3,3,2,2,7,0,0.587,Medium
1857,46,Research & Development,Manufacturing Director,No,8578,High,4,2,4,9,12,0,0.005,Low
1858,28,Human Resources,Human Resources,No,2706,Low,4,3,3,3,3,0,0.043,Low
1859,29,Research & Development,Healthcare Representative,No,6384,Mid,3,3,4,7,11,0,0.216,Low
1860,42,Research & Development,Laboratory Technician,No,3968,Mid,3,3,4,0,8,0,0.252,Low
1862,32,Sales,Sales Executive,Yes,9907,High,2,2,3,2,7,1,0.967,High
1863,46,Sales,Sales Executive,No,13225,High,1,3,1,19,25,0,0.045,Low
1864,27,Sales,Sales Representative,No,3540,Low,3,3,2,9,9,0,0.377,Medium
1865,29,Human Resources,Human Resources,No,2804,Low,2,3,4,1,1,0,0.304,Medium
1866,43,Research & Development,Manager,No,19392,High,3,3,1,16,21,0,0.12,Low
1867,48,Research & Development,Research Director,No,19665,High,2,3,4,22,29,0,0.052,Low
1868,29,Research & Development,Research Scientist,Yes,2439,Low,4,2,4,1,1,1,0.901,High
1869,46,Sales,Sales Executive,No,7314,High,2,3,3,8,14,1,0.04,Low
1870,27,Research & Development,Research Scientist,No,4774,Mid,1,2,4,7,8,0,0.511,Medium
1871,39,Research & Development,Research Scientist,No,3902,Mid,4,3,4,2,7,0,0.111,Low
1873,55,Research & Development,Research Scientist,No,2662,Low,4,4,2,5,19,0,0.157,Low
1875,28,Sales,Sales Representative,No,2856,Low,2,3,2,1,1,0,0.332,Medium
1876,30,Sales,Sales Representative,No,1081,Low,4,2,2,1,1,1,0.8,High
1878,22,Research & Development,Research Scientist,Yes,2472,Low,2,3,4,1,1,1,0.878,High
1880,36,Sales,Sales Executive,Yes,5673,Mid,3,3,2,10,10,0,0.638,High
1881,31,Research & Development,Laboratory Technician,No,4197,Mid,3,3,2,10,10,0,0.372,Medium
1882,34,Sales,Sales Executive,Yes,9713,High,4,3,3,5,9,0,0.481,Medium
1883,29,Research & Development,Laboratory Technician,No,2062,Low,1,3,4,3,11,0,0.572,Medium
1885,37,Research & Development,Research Scientist,Yes,4284,Mid,1,3,4,5,16,0,0.351,Medium
1886,35,Research & Development,Manufacturing Director,Yes,4788,Mid,2,3,4,3,4,0,0.59,Medium
1888,45,Research & Development,Manufacturing Director,No,5906,Mid,4,2,2,9,10,0,0.034,Low
1890,36,Human Resources,Human Resources,No,3886,Mid,4,2,2,10,10,0,0.644,High
1892,40,Research & Development,Manager,No,16823,High,1,3,1,19,22,0,0.165,Low
1893,26,Research & Development,Research Scientist,Yes,2933,Low,3,2,2,1,1,0,0.746,High
1898,27,Sales,Sales Executive,No,6500,Mid,3,2,1,8,9,0,0.111,Low
1900,48,Research & Development,Manager,No,17174,High,4,3,4,22,24,0,0.027,Low
1903,44,Research & Development,Healthcare Representative,No,5033,Mid,1,3,2,2,10,0,0.061,Low
1905,34,Research & Development,Research Scientist,Yes,2307,Low,1,3,4,5,5,1,0.771,High
1907,56,Research & Development,Laboratory Technician,No,2587,Low,4,3,1,4,5,1,0.422,Medium
1908,36,Sales,Sales Executive,No,5507,Mid,2,1,3,4,12,0,0.645,High
1909,41,Sales,Sales Executive,No,4393,Mid,2,3,3,5,14,0,0.183,Low
1911,42,Research & Development,Research Director,No,13348,High,1,4,3,13,18,0,0.077,Low
1912,31,Sales,Sales Executive,Yes,6583,High,4,3,3,5,8,0,0.236,Low
1915,34,Sales,Sales Executive,Yes,8103,High,4,2,4,4,9,0,0.498,Medium
1916,31,Research & Development,Laboratory Technician,No,3978,Mid,3,2,1,2,4,0,0.721,High
1918,26,Research & Development,Laboratory Technician,No,2544,Low,4,3,3,7,8,0,0.137,Low
1922,45,Research & Development,Healthcare Representative,No,5399,Mid,3,3,2,4,12,0,0.351,Medium
1924,33,Sales,Sales Executive,No,5487,Mid,3,2,2,10,10,0,0.466,Medium
1927,28,Sales,Sales Executive,Yes,6834,High,4,3,3,7,7,0,0.411,Medium
1928,29,Sales,Sales Representative,No,1091,Low,1,3,3,1,1,1,0.973,High
1929,39,Sales,Sales Executive,No,5736,Mid,3,3,1,3,10,0,0.271,Low
1931,27,Research & Development,Research Scientist,No,2226,Low,2,2,2,5,6,0,0.405,Medium
1932,34,Research & Development,Research Scientist,Yes,5747,Mid,4,3,3,15,16,0,0.706,High
1933,28,Sales,Sales Executive,Yes,9854,High,3,3,4,2,6,1,0.728,High
1934,47,Research & Development,Research Scientist,No,5467,Mid,2,4,3,8,16,0,0.028,Low
1935,56,Sales,Sales Executive,No,5380,Mid,1,3,4,0,6,0,0.369,Medium
1936,39,Research & Development,Manufacturing Director,No,5151,Mid,1,3,1,10,10,0,0.519,Medium
1937,38,Research & Development,Research Scientist,Yes,2133,Low,2,3,4,20,20,0,0.293,Low
1938,58,Sales,Manager,Yes,17875,High,4,2,4,1,29,0,0.132,Low
1939,32,Research & Development,Research Scientist,Yes,2432,Low,3,3,1,4,8,1,0.849,High
1940,38,Research & Development,Research Scientist,No,4771,Mid,4,4,2,5,10,0,0.023,Low
1941,49,Research & Development,Research Director,No,19161,High,4,3,2,5,28,0,0.046,Low
1943,42,Sales,Sales Executive,Yes,5087,Mid,4,3,2,0,14,0,0.482,Medium
1944,27,Human Resources,Human Resources,No,2863,Low,2,3,1,1,1,1,0.945,High
1945,35,Sales,Sales Executive,No,5561,Mid,1,1,2,5,6,0,0.467,Medium
1947,28,Research & Development,Research Scientist,No,2144,Low,3,2,3,5,5,0,0.067,Low
1948,31,Research & Development,Research Scientist,Yes,3065,Low,1,4,3,4,4,0,0.132,Low
1949,36,Research & Development,Laboratory Technician,No,2810,Low,2,3,1,5,5,0,0.197,Low
1950,34,Sales,Sales Executive,No,9888,High,4,2,1,14,14,0,0.738,High
1951,34,Sales,Sales Executive,No,8628,High,3,2,4,8,9,0,0.063,Low
1952,26,Research & Development,Laboratory Technician,No,2867,Low,1,2,3,7,8,0,0.4,Medium
1954,29,Research & Development,Healthcare Representative,No,5373,Mid,1,2,1,5,6,0,0.179,Low
1955,32,Research & Development,Healthcare Representative,No,6667,High,4,3,3,5,9,0,0.004,Low
1956,31,Research & Development,Research Scientist,No,5003,Mid,1,3,4,10,10,0,0.326,Medium
1960,28,Research & Development,Laboratory Technician,No,2367,Low,4,2,3,4,6,1,0.757,High
1961,38,Sales,Sales Representative,No,2858,Low,1,2,1,1,20,0,0.942,High
1962,35,Sales,Sales Executive,Yes,5204,Mid,4,3,3,10,10,0,0.107,Low
1965,27,Sales,Sales Executive,No,4105,Mid,4,3,4,7,7,0,0.071,Low
1966,32,Research & Development,Manufacturing Director,No,9679,High,4,3,4,1,8,0,0.356,Medium
1967,31,Sales,Sales Executive,Yes,5617,Mid,4,3,1,10,10,1,0.71,High
1968,53,Sales,Sales Executive,Yes,10448,High,1,2,1,2,15,1,0.971,High
1969,54,Research & Development,Research Scientist,No,2897,Low,3,2,1,4,9,0,0.101,Low
1970,33,Research & Development,Healthcare Representative,No,5968,Mid,3,3,4,9,9,0,0.013,Low
1971,43,Research & Development,Healthcare Representative,No,7510,High,3,3,1,10,10,0,0.031,Low
1972,38,Human Resources,Human Resources,Yes,2991,Low,2,3,4,6,7,0,0.765,High
1973,55,Human Resources,Manager,Yes,19636,High,2,3,3,10,35,0,0.241,Low
1974,31,Research & Development,Laboratory Technician,Yes,1129,Low,4,3,4,1,1,0,0.315,Medium
1975,39,Sales,Sales Executive,No,13341,High,1,3,2,20,21,0,0.934,High
1976,42,Research & Development,Research Scientist,No,4332,Mid,3,3,4,20,20,0,0.153,Low
1979,31,Research & Development,Research Director,No,11031,High,3,4,3,11,13,0,0.003,Low
1980,54,Research & Development,Manufacturing Director,Yes,4440,Mid,1,3,3,5,9,0,0.661,High
1981,24,Research & Development,Healthcare Representative,No,4617,Mid,3,2,2,4,4,0,0.496,Medium
1982,23,Research & Development,Laboratory Technician,No,2647,Low,4,4,4,5,5,0,0.238,Low
1985,40,Research & Development,Laboratory Technician,No,6323,Mid,3,4,4,10,10,0,0.789,High
1986,40,Sales,Sales Executive,No,5677,Mid,2,3,2,11,15,0,0.084,Low
1987,25,Human Resources,Human Resources,No,2187,Low,2,3,3,2,6,0,0.527,Medium
1989,30,Research & Development,Laboratory Technician,No,3748,Mid,2,2,4,12,12,0,0.074,Low
1992,25,Research & Development,Laboratory Technician,Yes,3977,Mid,3,2,4,2,7,0,0.524,Medium
1993,47,Research & Development,Healthcare Representative,No,8633,High,3,3,1,17,25,0,0.25,Low
1994,33,Research & Development,Laboratory Technician,No,2008,Low,3,2,2,1,1,0,0.119,Low
1995,38,Sales,Sales Executive,No,4440,Mid,2,3,4,15,16,0,0.023,Low
1996,31,Sales,Sales Representative,No,3067,Low,3,3,1,2,3,0,0.403,Medium
1997,38,Research & Development,Manufacturing Director,No,5321,Mid,3,3,1,8,10,0,0.626,High
1998,42,Research & Development,Research Scientist,Yes,5410,Mid,1,2,4,4,9,0,0.757,High
1999,41,Research & Development,Research Scientist,No,2782,Low,4,3,4,5,12,0,0.049,Low
2000,47,Research & Development,Research Director,No,11957,High,2,1,3,13,14,0,0.001,Low
2003,35,Research & Development,Laboratory Technician,Yes,2660,Low,3,3,4,2,5,0,0.84,High
2007,22,Research & Development,Research Scientist,No,3375,Low,3,4,4,3,4,0,0.133,Low
2008,35,Research & Development,Research Scientist,No,5098,Mid,3,3,2,10,10,0,0.037,Low
2009,33,Research & Development,Healthcare Representative,Yes,4878,Mid,4,3,2,9,10,0,0.499,Medium
2010,32,Research & Development,Laboratory Technician,No,2837,Low,2,3,3,6,6,0,0.886,High
2012,40,Research & Development,Laboratory Technician,No,2406,Low,4,2,1,1,8,0,0.516,Medium
2013,32,Sales,Sales Representative,No,2269,Low,2,3,2,2,3,0,0.713,High
2014,39,Research & Development,Research Scientist,No,4108,Mid,4,3,1,7,18,0,0.276,Low
2015,38,Research & Development,Research Director,No,13206,High,3,3,2,18,20,0,0.029,Low
2016,32,Sales,Sales Executive,No,10422,High,4,3,3,14,14,0,0.058,Low
2017,37,Research & Development,Research Director,Yes,13744,High,4,3,3,16,16,0,0.04,Low
2018,25,Sales,Sales Executive,Yes,4907,Mid,3,2,1,5,6,0,0.521,Medium
2019,52,Sales,Sales Representative,No,3482,Low,4,2,1,9,16,0,0.154,Low
2020,44,Research & Development,Research Scientist,Yes,2436,Low,4,3,2,4,6,0,0.724,High
2021,21,Sales,Sales Representative,Yes,2380,Low,1,3,3,2,2,0,0.96,High
2022,39,Research & Development,Manager,No,19431,High,4,2,4,6,21,0,0.022,Low
2023,23,Sales,Sales Representative,No,1790,Low,1,2,4,1,1,1,0.935,High
2024,36,Sales,Sales Executive,No,7644,High,4,3,1,9,10,0,0.09,Low
2025,36,Research & Development,Manufacturing Director,No,5131,Mid,2,3,4,4,18,0,0.038,Low
2026,56,Research & Development,Healthcare Representative,No,6306,Mid,3,2,3,13,13,0,0.004,Low
2027,29,Research & Development,Research Scientist,Yes,4787,Mid,4,4,1,2,4,1,0.594,Medium
2031,42,Research & Development,Manager,No,18880,High,3,2,1,22,24,0,0.192,Low
2032,56,Research & Development,Laboratory Technician,No,2339,Low,3,1,4,10,14,1,0.319,Medium
2034,41,Research & Development,Manufacturing Director,No,13570,High,2,3,1,20,21,0,0.088,Low
2035,34,Sales,Sales Executive,No,6712,High,3,3,4,8,8,0,0.053,Low
2036,36,Sales,Sales Executive,No,5406,Mid,4,2,4,15,15,0,0.034,Low
2037,41,Sales,Sales Executive,No,8938,High,2,3,3,5,14,0,0.03,Low
2038,32,Research & Development,Research Scientist,No,2439,Low,1,3,4,4,4,0,0.491,Medium
2040,35,Human Resources,Human Resources,Yes,8837,High,4,3,3,9,9,0,0.58,Medium
2041,38,Sales,Sales Executive,No,5343,Mid,4,3,1,10,10,0,0.073,Low
2044,50,Sales,Sales Executive,No,6728,High,3,3,2,6,12,1,0.204,Low
2045,36,Sales,Sales Executive,No,6652,High,4,2,2,6,8,0,0.347,Medium
2046,45,Sales,Sales Executive,No,4850,Mid,3,3,4,5,8,0,0.4,Medium
2048,40,Research & Development,Research Scientist,No,2809,Low,3,3,3,2,8,0,0.144,Low
2049,35,Research & Development,Healthcare Representative,Yes,5689,Mid,3,4,3,10,10,0,0.435,Medium
2051,40,Research & Development,Research Scientist,No,2001,Low,3,3,3,5,20,0,0.029,Low
2052,35,Research & Development,Research Scientist,No,2977,Low,4,3,3,4,4,0,0.044,Low
2053,29,Research & Development,Laboratory Technician,Yes,4025,Mid,2,3,4,4,10,0,0.933,High
2054,29,Research & Development,Research Scientist,No,3785,Mid,1,1,4,5,5,0,0.701,High
2055,50,Sales,Sales Executive,Yes,10854,High,1,3,4,3,20,1,0.841,High
2056,39,Sales,Sales Executive,No,12031,High,4,2,2,20,21,0,0.652,High
2057,31,Research & Development,Manufacturing Director,No,9936,High,1,3,2,9,10,0,0.115,Low
2060,26,Sales,Sales Representative,No,2966,Low,3,3,4,4,5,0,0.553,Medium
2061,36,Research & Development,Laboratory Technician,No,2571,Low,4,3,3,5,17,0,0.198,Low
2062,39,Research & Development,Healthcare Representative,No,9991,High,1,3,4,7,9,0,0.07,Low
2064,27,Research & Development,Manufacturing Director,Yes,6142,Mid,2,3,2,6,6,0,0.575,Medium
2065,49,Sales,Sales Executive,No,5390,Mid,2,2,4,9,17,0,0.076,Low
2068,34,Research & Development,Laboratory Technician,No,4404,Mid,3,4,2,4,6,0,0.32,Medium
